,f,i,cats,mr,c,smp,srd,best
401,Ackley,200,100,0.3,0.5,5,0.3,0.04652012892860968
402,Ackley,200,100,0.3,0.5,5,0.5,0.00037942704386439985
403,Ackley,200,100,0.3,0.5,5,0.8,4.864038207763599e-07
404,Ackley,200,100,0.3,0.5,10,0.1,0.9338726927535572
405,Ackley,200,100,0.3,0.5,10,0.3,0.01182865406739042
406,Ackley,200,100,0.3,0.5,10,0.5,0.0005983169746639483
407,Ackley,200,100,0.3,0.5,10,0.8,2.3249719349749398e-07
408,Ackley,200,100,0.3,0.5,20,0.1,2.057674237199486
409,Ackley,200,100,0.3,0.5,20,0.3,0.04722061760715279
410,Ackley,200,100,0.3,0.5,20,0.5,0.0004603459749401573
411,Ackley,200,100,0.3,0.5,20,0.8,3.4617934656644422e-06
412,Ackley,200,100,0.3,0.5,40,0.1,0.9812886938348844
413,Ackley,200,100,0.3,0.5,40,0.3,0.0734306885087368
414,Ackley,200,100,0.3,0.5,40,0.5,0.0002958764633871347
415,Ackley,200,100,0.3,0.5,40,0.8,1.1794060417180674e-06
416,Ackley,200,100,0.3,1.0,5,0.1,0.4225133381146873
417,Ackley,200,100,0.3,1.0,5,0.3,0.0281740521644136
418,Ackley,200,100,0.3,1.0,5,0.5,4.9845192194641896e-05
419,Ackley,200,100,0.3,1.0,5,0.8,7.984212939682322e-07
420,Ackley,200,100,0.3,1.0,10,0.1,1.3552301587703401
421,Ackley,200,100,0.3,1.0,10,0.3,0.02840287915709583
422,Ackley,200,100,0.3,1.0,10,0.5,0.00027439486607905295
423,Ackley,200,100,0.3,1.0,10,0.8,6.086951143124963e-07
424,Ackley,200,100,0.3,1.0,20,0.1,2.5721040153708477
425,Ackley,200,100,0.3,1.0,20,0.3,0.01873093664068337
426,Ackley,200,100,0.3,1.0,20,0.5,0.00016953472079750398
427,Ackley,200,100,0.3,1.0,20,0.8,1.399050337802521e-07
428,Ackley,200,100,0.3,1.0,40,0.1,2.158939720016122
429,Ackley,200,100,0.3,1.0,40,0.3,0.0461009042551237
430,Ackley,200,100,0.3,1.0,40,0.5,0.001482713273660341
431,Ackley,200,100,0.3,1.0,40,0.8,1.5507990669405558e-07
432,Ackley,200,100,0.3,1.5,5,0.1,2.229046965420825
433,Ackley,200,100,0.3,1.5,5,0.3,0.03992013641435621
434,Ackley,200,100,0.3,1.5,5,0.5,0.00029523509902462663
435,Ackley,200,100,0.3,1.5,5,0.8,1.1148758756185373e-06
436,Ackley,200,100,0.3,1.5,10,0.1,1.0104579601988104
437,Ackley,200,100,0.3,1.5,10,0.3,0.02024216095270548
438,Ackley,200,100,0.3,1.5,10,0.5,0.00022632481347217848
439,Ackley,200,100,0.3,1.5,10,0.8,7.885892516767967e-08
440,Ackley,200,100,0.3,1.5,20,0.1,2.0642163741945585
441,Ackley,200,100,0.3,1.5,20,0.3,0.07606770225181636
442,Ackley,200,100,0.3,1.5,20,0.5,0.0005460601588436198
443,Ackley,200,100,0.3,1.5,20,0.8,3.0608522441077923e-06
444,Ackley,200,100,0.3,1.5,40,0.1,0.5697646824846072
445,Ackley,200,100,0.3,1.5,40,0.3,0.043667373429056244
446,Ackley,200,100,0.3,1.5,40,0.5,0.0017716055255232455
447,Ackley,200,100,0.3,1.5,40,0.8,8.262905428768619e-06
448,Ackley,200,100,0.3,2.0,5,0.1,1.572299607936007
449,Ackley,200,100,0.3,2.0,5,0.3,0.05966100524716511
450,Ackley,200,100,0.3,2.0,5,0.5,0.00015705859162951086
451,Ackley,200,100,0.3,2.0,5,0.8,4.208603887612128e-07
452,Ackley,200,100,0.3,2.0,10,0.1,1.4232632331405886
453,Ackley,200,100,0.3,2.0,10,0.3,0.10401370205412208
454,Ackley,200,100,0.3,2.0,10,0.5,0.0005766016118866624
455,Ackley,200,100,0.3,2.0,10,0.8,2.6752840764920904e-06
456,Ackley,200,100,0.3,2.0,20,0.1,1.1435832560267056
457,Ackley,200,100,0.3,2.0,20,0.3,0.07910022481463175
458,Ackley,200,100,0.3,2.0,20,0.5,0.001996906114407171
459,Ackley,200,100,0.3,2.0,20,0.8,4.012195323088719e-06
460,Ackley,200,100,0.3,2.0,40,0.1,0.9110323410138794
461,Ackley,200,100,0.3,2.0,40,0.3,0.05338565029584119
462,Ackley,200,100,0.3,2.0,40,0.5,0.001279924839714841
463,Ackley,200,100,0.3,2.0,40,0.8,5.24064081464104e-07
464,Ackley,200,100,0.3,3.0,5,0.1,2.3432196811414383
465,Ackley,200,100,0.3,3.0,5,0.3,0.4058785372102318
466,Ackley,200,100,0.3,3.0,5,0.5,0.0010382529986441291
467,Ackley,200,100,0.3,3.0,5,0.8,3.1639844171316156e-06
468,Ackley,200,100,0.3,3.0,10,0.1,2.208905655797253
469,Ackley,200,100,0.3,3.0,10,0.3,0.040025215948489734
470,Ackley,200,100,0.3,3.0,10,0.5,0.0013531129393240526
471,Ackley,200,100,0.3,3.0,10,0.8,1.298063361021562e-05
472,Ackley,200,100,0.3,3.0,20,0.1,0.25194926377464855
473,Ackley,200,100,0.3,3.0,20,0.3,0.7777731484086634
474,Ackley,200,100,0.3,3.0,20,0.5,0.002164274447828962
475,Ackley,200,100,0.3,3.0,20,0.8,8.897328034329632e-07
476,Ackley,200,100,0.3,3.0,40,0.1,0.5693093643988978
477,Ackley,200,100,0.3,3.0,40,0.3,1.0409321590406901
478,Ackley,200,100,0.3,3.0,40,0.5,0.00035022136378204394
479,Ackley,200,100,0.3,3.0,40,0.8,1.4919497637766455e-05
480,Ackley,200,100,0.6,0.5,5,0.1,0.2447667541171623
481,Ackley,200,100,0.6,0.5,5,0.3,0.009048715865358492
482,Ackley,200,100,0.6,0.5,5,0.5,0.0012737602924137725
483,Ackley,200,100,0.6,0.5,5,0.8,1.7699260173476006e-05
484,Ackley,200,100,0.6,0.5,10,0.1,0.3282249271239306
485,Ackley,200,100,0.6,0.5,10,0.3,0.12481687267080277
486,Ackley,200,100,0.6,0.5,10,0.5,0.0032845129833209974
487,Ackley,200,100,0.6,0.5,10,0.8,1.994182945441736e-06
488,Ackley,200,100,0.6,0.5,20,0.1,0.9138574004165538
489,Ackley,200,100,0.6,0.5,20,0.3,0.07042989646894826
490,Ackley,200,100,0.6,0.5,20,0.5,0.003153245184595921
491,Ackley,200,100,0.6,0.5,20,0.8,1.3975062902904511e-05
492,Ackley,200,100,0.6,0.5,40,0.1,2.383251270119523
493,Ackley,200,100,0.6,0.5,40,0.3,0.13989548518742767
494,Ackley,200,100,0.6,0.5,40,0.5,0.0051556731850124216
495,Ackley,200,100,0.6,0.5,40,0.8,2.606127314397355e-06
496,Ackley,200,100,0.6,1.0,5,0.1,0.4957676313373196
497,Ackley,200,100,0.6,1.0,5,0.3,0.10303444919814142
498,Ackley,200,100,0.6,1.0,5,0.5,0.0018035878869473443
499,Ackley,200,100,0.6,1.0,5,0.8,1.1476503868568244e-05
500,Ackley,200,100,0.6,1.0,10,0.1,1.4105337167696033
501,Ackley,200,100,0.6,1.0,10,0.3,0.11725518473241836
502,Ackley,200,100,0.6,1.0,10,0.5,0.004964353848823766
503,Ackley,200,100,0.6,1.0,10,0.8,1.6105546838396378e-06
504,Ackley,200,100,0.6,1.0,20,0.1,2.3677859161437493
505,Ackley,200,100,0.6,1.0,20,0.3,0.09073900789508516
506,Ackley,200,100,0.6,1.0,20,0.5,0.002392536633078368
507,Ackley,200,100,0.6,1.0,20,0.8,3.484218074634171e-05
508,Ackley,200,100,0.6,1.0,40,0.1,1.1591813102642026
509,Ackley,200,100,0.6,1.0,40,0.3,0.015288252062593433
510,Ackley,200,100,0.6,1.0,40,0.5,0.0078097871902156335
511,Ackley,200,100,0.6,1.0,40,0.8,6.406456553254003e-06
512,Ackley,200,100,0.6,1.5,5,0.1,1.2443115017018092
513,Ackley,200,100,0.6,1.5,5,0.3,0.24541178631039928
514,Ackley,200,100,0.6,1.5,5,0.5,0.0018741700949260753
515,Ackley,200,100,0.6,1.5,5,0.8,6.265530334248481e-05
516,Ackley,200,100,0.6,1.5,10,0.1,1.4201925996587303
517,Ackley,200,100,0.6,1.5,10,0.3,0.4671964606147303
518,Ackley,200,100,0.6,1.5,10,0.5,0.007162078199233424
519,Ackley,200,100,0.6,1.5,10,0.8,2.04352606698599e-05
520,Ackley,200,100,0.6,1.5,20,0.1,2.3467162757164997
521,Ackley,200,100,0.6,1.5,20,0.3,0.20880020636545327
522,Ackley,200,100,0.6,1.5,20,0.5,0.001729511647962756
523,Ackley,200,100,0.6,1.5,20,0.8,5.2599284821486236e-05
524,Ackley,200,100,0.6,1.5,40,0.1,0.5117141844495348
525,Ackley,200,100,0.6,1.5,40,0.3,0.36944306882437816
526,Ackley,200,100,0.6,1.5,40,0.5,0.02124971046992785
527,Ackley,200,100,0.6,1.5,40,0.8,0.00011938621737117572
528,Ackley,200,100,0.6,2.0,5,0.1,0.25060271939825585
529,Ackley,200,100,0.6,2.0,5,0.3,0.2905130581996507
530,Ackley,200,100,0.6,2.0,5,0.5,0.04404022066142277
531,Ackley,200,100,0.6,2.0,5,0.8,1.1612524506876554e-05
532,Ackley,200,100,0.6,2.0,10,0.1,0.6422081159093307
533,Ackley,200,100,0.6,2.0,10,0.3,0.07373531815894596
534,Ackley,200,100,0.6,2.0,10,0.5,0.011649133299795
535,Ackley,200,100,0.6,2.0,10,0.8,3.2924927552802075e-05
536,Ackley,200,100,0.6,2.0,20,0.1,2.634884210606835
537,Ackley,200,100,0.6,2.0,20,0.3,0.5418411303678146
538,Ackley,200,100,0.6,2.0,20,0.5,0.06079704980023637
539,Ackley,200,100,0.6,2.0,20,0.8,0.00012230825614922836
540,Ackley,200,100,0.6,2.0,40,0.1,1.465573536070519
541,Ackley,200,100,0.6,2.0,40,0.3,0.20398886100646196
542,Ackley,200,100,0.6,2.0,40,0.5,0.04320397558042943
543,Ackley,200,100,0.6,2.0,40,0.8,0.0001422232609766816
544,Ackley,200,100,0.6,3.0,5,0.1,0.5424005055423078
545,Ackley,200,100,0.6,3.0,5,0.3,0.3519150148916421
546,Ackley,200,100,0.6,3.0,5,0.5,0.09076734803457898
547,Ackley,200,100,0.6,3.0,5,0.8,0.00034644644780046363
548,Ackley,200,100,0.6,3.0,10,0.1,2.5501955816940307
549,Ackley,200,100,0.6,3.0,10,0.3,0.4125961517604648
550,Ackley,200,100,0.6,3.0,10,0.5,0.09049259131725451
551,Ackley,200,100,0.6,3.0,10,0.8,0.00011550414662453434
552,Ackley,200,100,0.6,3.0,20,0.1,1.124950475352247
553,Ackley,200,100,0.6,3.0,20,0.3,1.2346683034551238
554,Ackley,200,100,0.6,3.0,20,0.5,0.15503015544183585
555,Ackley,200,100,0.6,3.0,20,0.8,0.001244490962275524
556,Ackley,200,100,0.6,3.0,40,0.1,0.5466876787458195
557,Ackley,200,100,0.6,3.0,40,0.3,0.3024846165096382
558,Ackley,200,100,0.6,3.0,40,0.5,0.2246665088206794
559,Ackley,200,100,0.6,3.0,40,0.8,0.002273195394864036
560,Ackley,200,100,0.9,0.5,5,0.1,0.28011138774101285
561,Ackley,200,100,0.9,0.5,5,0.3,0.10255963123347245
562,Ackley,200,100,0.9,0.5,5,0.5,0.00704570386071568
563,Ackley,200,100,0.9,0.5,5,0.8,1.6731745408282706e-05
564,Ackley,200,100,0.9,0.5,10,0.1,1.0735511579242822
565,Ackley,200,100,0.9,0.5,10,0.3,0.4330526530393759
566,Ackley,200,100,0.9,0.5,10,0.5,0.00112500638474744
567,Ackley,200,100,0.9,0.5,10,0.8,8.014220323859789e-05
568,Ackley,200,100,0.9,0.5,20,0.1,1.265267702655955
569,Ackley,200,100,0.9,0.5,20,0.3,0.16321733919435433
570,Ackley,200,100,0.9,0.5,20,0.5,0.004093620078546412
571,Ackley,200,100,0.9,0.5,20,0.8,3.157941777631734e-05
572,Ackley,200,100,0.9,0.5,40,0.1,1.070648496066021
573,Ackley,200,100,0.9,0.5,40,0.3,0.2658828111607048
574,Ackley,200,100,0.9,0.5,40,0.5,0.015028393929182204
575,Ackley,200,100,0.9,0.5,40,0.8,0.00011130008159598859
576,Ackley,200,100,0.9,1.0,5,0.1,0.5677485729789642
577,Ackley,200,100,0.9,1.0,5,0.3,0.12947028735431987
578,Ackley,200,100,0.9,1.0,5,0.5,0.03092957517982997
579,Ackley,200,100,0.9,1.0,5,0.8,9.554856341198459e-05
580,Ackley,200,100,0.9,1.0,10,0.1,2.172180968058186
581,Ackley,200,100,0.9,1.0,10,0.3,0.12531795209201535
582,Ackley,200,100,0.9,1.0,10,0.5,0.011577833765031631
583,Ackley,200,100,0.9,1.0,10,0.8,0.0004639879129020308
584,Ackley,200,100,0.9,1.0,20,0.1,0.6214372528646561
585,Ackley,200,100,0.9,1.0,20,0.3,0.07624469115985066
586,Ackley,200,100,0.9,1.0,20,0.5,0.09067545972576996
587,Ackley,200,100,0.9,1.0,20,0.8,0.0009654463649941825
588,Ackley,200,100,0.9,1.0,40,0.1,0.5010910888912723
589,Ackley,200,100,0.9,1.0,40,0.3,0.08229518014634296
590,Ackley,200,100,0.9,1.0,40,0.5,0.0669116082152752
591,Ackley,200,100,0.9,1.0,40,0.8,0.00024211756746028712
592,Ackley,200,100,0.9,1.5,5,0.1,1.0434640996150226
593,Ackley,200,100,0.9,1.5,5,0.3,0.8527686658729441
594,Ackley,200,100,0.9,1.5,5,0.5,0.05296260381684492
595,Ackley,200,100,0.9,1.5,5,0.8,0.0002955044205283919
596,Ackley,200,100,0.9,1.5,10,0.1,1.5000161540088084
597,Ackley,200,100,0.9,1.5,10,0.3,0.8453295626554795
598,Ackley,200,100,0.9,1.5,10,0.5,0.04676553511894754
599,Ackley,200,100,0.9,1.5,10,0.8,0.0004128159113929719
600,Ackley,200,100,0.9,1.5,20,0.1,0.9394638337270504
601,Ackley,200,100,0.9,1.5,20,0.3,0.6085993225954955
602,Ackley,200,100,0.9,1.5,20,0.5,0.019882944279896453
603,Ackley,200,100,0.9,1.5,20,0.8,0.00017292359314469152
604,Ackley,200,100,0.9,1.5,40,0.1,0.5245624254676113
605,Ackley,200,100,0.9,1.5,40,0.3,0.7973402245907306
606,Ackley,200,100,0.9,1.5,40,0.5,0.1146321398790886
607,Ackley,200,100,0.9,1.5,40,0.8,0.0016653030162854243
608,Ackley,200,100,0.9,2.0,5,0.1,1.9982882541346858
609,Ackley,200,100,0.9,2.0,5,0.3,1.194666241988401
610,Ackley,200,100,0.9,2.0,5,0.5,0.07250256438841562
611,Ackley,200,100,0.9,2.0,5,0.8,0.006096477961137214
612,Ackley,200,100,0.9,2.0,10,0.1,1.1317027588921325
613,Ackley,200,100,0.9,2.0,10,0.3,0.5029254278842541
614,Ackley,200,100,0.9,2.0,10,0.5,0.16978571157251254
615,Ackley,200,100,0.9,2.0,10,0.8,0.002917864893423161
616,Ackley,200,100,0.9,2.0,20,0.1,1.6039625769163668
617,Ackley,200,100,0.9,2.0,20,0.3,0.736721218264965
618,Ackley,200,100,0.9,2.0,20,0.5,0.308713903113532
619,Ackley,200,100,0.9,2.0,20,0.8,0.0044697014408190405
620,Ackley,200,100,0.9,2.0,40,0.1,1.915584332526859
621,Ackley,200,100,0.9,2.0,40,0.3,0.38954132931558805
622,Ackley,200,100,0.9,2.0,40,0.5,0.12244034529251069
623,Ackley,200,100,0.9,2.0,40,0.8,0.0018388401353104378
624,Ackley,200,100,0.9,3.0,5,0.1,2.649966143915908
625,Ackley,200,100,0.9,3.0,5,0.3,0.37732528920800634
626,Ackley,200,100,0.9,3.0,5,0.5,1.6333994874305415
627,Ackley,200,100,0.9,3.0,5,0.8,0.02880263825318652
628,Ackley,200,100,0.9,3.0,10,0.1,0.7236842325044219
629,Ackley,200,100,0.9,3.0,10,0.3,1.4799435133488967
630,Ackley,200,100,0.9,3.0,10,0.5,0.10769472667482605
631,Ackley,200,100,0.9,3.0,10,0.8,0.040835435431038736
632,Ackley,200,100,0.9,3.0,20,0.1,0.7239087144071381
633,Ackley,200,100,0.9,3.0,20,0.3,1.058315861524481
634,Ackley,200,100,0.9,3.0,20,0.5,1.3904600309301256
635,Ackley,200,100,0.9,3.0,20,0.8,0.04620491703314089
636,Ackley,200,100,0.9,3.0,40,0.1,1.1873743273339241
637,Ackley,200,100,0.9,3.0,40,0.3,2.7438746474299482
638,Ackley,200,100,0.9,3.0,40,0.5,1.3888013481677715
639,Ackley,200,100,0.9,3.0,40,0.8,0.012527960291067064
